author,study.habitat,from,year,region,location,species,life.stage,family,common.name,genus,environment,climate,red.list,feeding.type,feeding.habit,TL,fork.length,total.length,W,GW,N,Cature.meth,min.size,float.meth,dig.meth,count.meth,polymer.meth,polymer.ID,blanks,blank.conc,ingest.rate,Mpsgut,SDMPsgut,MPspergfish,SDMPspergfish,maj.fib,maj.under.one.mm,maj.polymer,maj.col,exclude.fib,notes
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Eucinostomus argenteus,Adult,Gerreidae,Flagfin mojarra,Eucinostomus,Demersal,Subtropical,Least Concern,mainly animals,variable,3.2,,57,2,,46,Beach seine,500,None,None,Visual,None,no,no,,,0.02,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Eucinostomus melanopterus,Adult,Gerreidae,Flagfin mojarra,Eucinostomus,Demersal,Subtropical,Least Concern,mainly animals,variable,3.4,,32.5,0.2,,2,Beach seine,500,None,None,Visual,None,no,no,,,0,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Eugerres brasilianus,Adult,Gerreidae,Brazilian mojarra,Eugerres,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.4,,33.2,1.79,,17,Beach seine,500,None,None,Visual,None,no,no,,,0,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Eugerres brasilianus,Adult,Gerreidae,Brazilian mojarra,Eugerres,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.4,,45.9,1.3,,47,Beach seine,500,None,None,Visual,None,no,no,,,0.06,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Hyporhamphus roberti roberti,Adult,Hemiramphidae,Slender halfbeak,Hyporhamphus,Pelagic-neritic,Subtropical,Least Concern,,,3,,132.1,3.2,,31,Beach seine,500,None,None,Visual,None,no,no,,,0.03,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Hyporhamphus roberti roberti,Adult,Hemiramphidae,Slender halfbeak,Hyporhamphus,Pelagic-neritic,Subtropical,Least Concern,,,3,,144.5,4.6,,4,Beach seine,500,None,None,Visual,None,no,no,,,0,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Hyporhamphus unifasciatus,Adult,Hemiramphidae,Common halfbeak,Hyporhamphus,Reef-associated,Subtropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2,,133,3.5,,161,Beach seine,500,None,None,Visual,None,no,no,,,0.14,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Hyporhamphus unifasciatus,Adult,Hemiramphidae,Common halfbeak,Hyporhamphus,Reef-associated,Subtropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2,,126,3.9,,48,Beach seine,500,None,None,Visual,None,no,no,,,0.15,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Lycengraulis grossidens,Adult,Engraulidae,Atlantic sabretooth anchovy,Lycengraulis,Pelagic-neritic,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.7,,50.6,1,,50,Beach seine,500,None,None,Visual,None,no,no,,,0.2,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Lycengraulis grossidens,Adult,Engraulidae,Atlantic sabretooth anchovy,Lycengraulis,Pelagic-neritic,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.7,,66.8,3,,96,Beach seine,500,None,None,Visual,None,no,no,,,0.17,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Mugil curema,Adult,Mugilidae,White mullet,Mugil,Reef-associated,Subtropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2,,48.1,8.3,,100,Beach seine,500,None,None,Visual,None,no,no,,,0.01,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Mugil curema,Adult,Mugilidae,White mullet,Mugil,Reef-associated,Subtropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2,,30.3,0.6,,86,Beach seine,500,None,None,Visual,None,no,no,,,0,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Oligoplites saurus,Adult,Carangidae,Leatherjacket,Oligoplites,Reef-associated,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,4.3,,59.6,1.3,,16,Beach seine,500,None,None,Visual,None,no,no,,,0,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Oligoplites saurus,Adult,Carangidae,Leatherjacket,Oligoplites,Reef-associated,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,4.3,,64.8,1.7,,6,Beach seine,500,None,None,Visual,None,no,no,,,0.17,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Opisthonema oglinum,Adult,Clupeidae,Atlantic thread herring,Opisthonema,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,4.5,,122,12.6,,26,Beach seine,500,None,None,Visual,None,no,no,,,0.12,,,,yes,no,,,no,all fibres excluded as were unable to control for them
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Opisthonema oglinum,Adult,Clupeidae,Atlantic thread herring,Opisthonema,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,4.5,,143.6,25.7,,30,Beach seine,500,None,None,Visual,None,no,no,,,0.33,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Poecilia vivipara,Adult,Poeciliidae,Guaru,Poecilia,Benthopelagic,Tropical,Not Evaluated,mainly animals,hunting macrofauna,2.3,,28.2,1.9,,38,Beach seine,500,None,None,Visual,None,no,no,,,0.08,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Poecilia vivipara,Adult,Poeciliidae,Guaru,Poecilia,Benthopelagic,Tropical,Not Evaluated,mainly animals,hunting macrofauna,2.3,,36.1,0.7,,37,Beach seine,500,None,None,Visual,None,no,no,,,0.11,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Polydactylus virginicus,Adult,Polynemidae,Barbu,Polydactylus,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.7,,101.5,10,,14,Beach seine,500,None,None,Visual,None,no,no,,,0,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Rhinosardinia bahiensis,Adult,Clupeidae,Bahia sprat,Rhinosardinia,Pelagic,Tropical,Not Evaluated,,,3.1,,75.6,3.1,,139,Beach seine,500,None,None,Visual,None,no,no,,,0.14,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Rhinosardinia bahiensis,Adult,Clupeidae,Bahia sprat,Rhinosardinia,Pelagic,Tropical,Not Evaluated,,,3.1,,42.5,0.4,,40,Beach seine,500,None,None,Visual,None,no,no,,,0.35,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Sciades herzbergii,Adult,Ariidae,Pemecou sea catfish,Sciades,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.3,,73.5,9.4,,51,Beach seine,500,None,None,Visual,None,no,no,,,0.08,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Sciades herzbergii,Adult,Ariidae,Pemecou sea catfish,Sciades,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.3,,66.8,3.1,,6,Beach seine,500,None,None,Visual,None,no,no,,,0,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Sphoeroides greeleyi,Adult,Tetraodontidae,Green puffer,Sphoeroides,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.5,,70.7,8.8,,28,Beach seine,500,None,None,Visual,None,no,no,,,0,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Sphoeroides greeleyi,Adult,Tetraodontidae,Green puffer,Sphoeroides,Reef-associated,Tropical,Least Concern,mainly animals,hunting macrofauna,3.5,,15.3,0.07,,3,Beach seine,500,None,None,Visual,None,no,no,,,0,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Sphoeroides testudineus,Adult,Tetraodontidae,Checkered puffer,Sphoeroides,Reef-associated,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.4,,86.3,35.6,,33,Beach seine,500,None,None,Visual,None,no,no,,,0,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Sphoeroides testudineus,Adult,Tetraodontidae,Checkered puffer,Sphoeroides,Reef-associated,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.4,,30.7,0.9,,22,Beach seine,500,None,None,Visual,None,no,no,,,0.09,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Paraiba estuary,Symphurus tessellatus,Adult,Cynoglossidae,Tessellated tonguefish,Symphurus,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.6,,118.8,13.6,,22,Beach seine,500,None,None,Visual,None,no,no,,,0,,,,yes,no,,,no,
Vendel et al.,Marine,Hailey,2017,Atlantic: Southwest,Mamanguape estuary,Symphurus tessellatus,Adult,Cynoglossidae,Tessellated tonguefish,Symphurus,Demersal,Tropical,Least Concern,mainly animals,hunting macrofauna,3.6,,86.7,5.5,,4,Beach seine,500,None,None,Visual,None,no,no,,,0.25,,,,yes,no,,,no,
Wagner et al.,Freshwater,Garth,2019,America: North,Lake Huron and Lake Ontario,Salvelinus fontinalis,Adult,Salmonidae ,Brook trout,Salvelinus,Freshwater; benthopelagic,Temperate,Not Evaluated,mainly animals,hunting macrofauna,3.3,,59.82,,,10,Sport fishing,50,None,PUE treatment,Visual,FTIR,yes,yes,,30,0.4,,,,no,,Polyester,,no,
Wagner et al.,Freshwater,Garth,2019,America: North,Lake Huron and Lake Ontario,Oncorhynchus mykiss,Adult,Salmonidae ,Rainbow trout,Oncorhynchus,Freshwater; benthopelagic,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,4.1,,57.63,,,10,Sport fishing,50,None,PUE treatment,Visual,FTIR,yes,yes,,40,0.5,,,,yes,,Polyester,,no,
Wagner et al.,Freshwater,Garth,2019,America: North,Lake Huron and Lake Ontario,Micropterus dolomieu,Adult,Centrachidae,Smallmouth bass,Micropterus,Freshwater; benthopelagic,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.6,,38.04,,,10,Sport fishing,50,None,PUE treatment,Visual,FTIR,yes,yes,,50,0.7,,,,yes,,Polyester,,no,
Welden et al.,Marine,Wendy,2018,Atlantic: Southwest,Celtic Sea,Pleuronectes platessa,Adult,Pleuronectidae,European plaice,Pleuronectes,Demersal,Temperate,Least Concern,mainly animals,hunting macrofauna,3.2,,,,,109,Trawls,500,None,None,Visual,FTIR,yes,yes,<2 MP/hr,50,1.46,1.02,,,yes,no,Polypropylene,,no,
Wesch et al.,Marine,Hailey,2016,Atlantic: Northeast,Baltic Sea,Zoarces viviparus,Adult,Zoarcidae,Eelpout,Zoarces,Demersal,Temperate,Not Evaluated,mainly animals,hunting macrofauna,3.5,,,,,50,,20,None,KOH,Visual,FTIR,yes,no,,0,0,,,,,,Cellophane,,no,
Wesch et al.,Marine,Hailey,2016,Atlantic: Northeast,North Sea,Zoarces viviparus,Adult,Zoarcidae,Eelpout,Zoarces,Demersal,Temperate,Not Evaluated,mainly animals,hunting macrofauna,3.5,,,,,100,,20,None,KOH,Visual,FTIR,yes,no,,0,0,,,,,,Cellophane,,no,
Wieczorek et al.,Marine,Hailey,2018,Atlantic: Northeast,Northwest Atlantic Ocean,Benthosema glaciale,Adult,Myctophidae,Glacier lantern fish,Benthosema,Pelagic-oceanic,Deep-water,Least Concern,mainly animals,selective plankton feeding,3,,57.93,,,69,,20,None,NaOH,Visual,FTIR,yes,yes,0 particles/g,68.12,1.46,,,,yes,yes,Methyl cellulose,Black,no,
Wieczorek et al.,Marine,Hailey,2018,Atlantic: Northeast,Northwest Atlantic Ocean,Diaphus rafinesquii,Adult,Myctophidae,White-spotted lantern fish,Diaphus,Bathypelagic,Deep-water,Least Concern,mainly animals,,3.4,,75.15,,,34,,20,None,NaOH,Visual,FTIR,yes,yes,0 particles/g,70.59,1.15,,,,yes,yes,Methyl cellulose,Black,no,
Wieczorek et al.,Marine,Hailey,2018,Atlantic: Northeast,Northwest Atlantic Ocean,Gonostoma denudatum,Adult,Gonostomatidae,,Gonostoma,Bathypelagic,Deep-water,Least Concern,mainly animals,,3.3,,17.84,,,5,,20,None,NaOH,Visual,FTIR,yes,yes,0 particles/g,100,2.2,,,,yes,yes,Methyl cellulose,Black,no,
Wieczorek et al.,Marine,Hailey,2018,Atlantic: Northeast,Northwest Atlantic Ocean,Lampanyctus macdonaldi,Adult,Myctophidae,Rakery beaconlamp,Lampanyctus,Bathypelagic,Deep-water,Least Concern,mainly animals,hunting macrofauna,3.1,,243.34,,,16,,20,None,NaOH,Visual,FTIR,yes,yes,0 particles/g,75,1.75,,,,yes,yes,Methyl cellulose,Black,no,
Wieczorek et al.,Marine,Hailey,2018,Atlantic: Northeast,Northwest Atlantic Ocean,Myctophum punctatum,Adult,Myctophidae,Spotted lanternfish,Myctophum,Bathypelagic,Deep-water,Least Concern,mainly animals,selective plankton feeding,3.4,,67.86,,,86,,20,None,NaOH,Visual,FTIR,yes,yes,0 particles/g,74.42,2.28,,,,yes,yes,Methyl cellulose,Black,no,
Wieczorek et al.,Marine,Hailey,2018,Atlantic: Northeast,Northwest Atlantic Ocean,Serrivomer beanii,Adult,Serrivomeridae,Stout sawpalate,Serrivomer,Bathypelagic,Deep-water,Least Concern,mainly animals,hunting macrofauna,3.9,,496.76,,,14,,20,None,NaOH,Visual,FTIR,yes,yes,0 particles/g,92.86,2.36,,,,yes,yes,Methyl cellulose,Black,no,
Wieczorek et al.,Marine,Hailey,2018,Atlantic: Northeast,Northwest Atlantic Ocean,Stomias boa boa,Adult,Stomiidae,Boa dragonfish,Stomias,Bathypelagic,Deep-water,Least Concern,mainly animals,hunting macrofauna,4,,70.31,,,9,,20,None,NaOH,Visual,FTIR,yes,yes,0 particles/g,66.67,1.33,,,,yes,yes,Methyl cellulose,Black,no,
Yuan et al.,Freshwater,Garth,2019,Asia,Poyang Lake,Carassius auratus,Adult,Cyprinidae,Goldfish,Carassius,Freshwater; benthopelagic,Subtropical,Least Concern,mainly plants/detritus,grazing on aquatic plants,2,,,,,11,Fish market,0.45,None,KOH and H2O2,Visual,Raman,yes,yes,,90.90909091,7.636363636,,,,yes,,,Clear,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,"Ma'an Archipelago, Shengsi, China",Muraenesox cinereus,Adult,Muraenesocidae,Daggertooth pike conger,Muraenesox,Demersal,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,4.4,,47.56666667,144.6033333,,3,Gill net,8,NaCl,H2O2,Visual,FTIR,yes,yes,,,7,3.5,,,yes,yes,Polyamide,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,"Ma'an Archipelago, Shengsi, China",Oplegnathus fasciatus,Adult,Oplegnathidae,Barred knifejaw,Oplegnathus,Reef-associated,Temperate,Not Evaluated,mainly animals,hunting macrofauna,3.6,,15.56666667,152.09,,3,Gill net,8,NaCl,H2O2,Visual,FTIR,yes,yes,,,4,1,,,yes,yes,Polyamide,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,"Ma'an Archipelago, Shengsi, China",Raja porosa,Adult,Rajidae,Ocellate spot skate,Okamejei,Demersal,Temperate,Data deficient,mainly animals,hunting macrofauna,3.4,,10.86666667,55.53333333,,3,Gill net,8,NaCl,H2O2,Visual,FTIR,yes,yes,,,6.3,2.5,,,yes,yes,Polyamide,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,"Ma'an Archipelago, Shengsi, China",Cynoglossus lighti,Adult,Cynoglossidae,????,Cynoglossus,Demersal,Subtropical,Not Evaluated,,,3.4,,17.53333333,32.79,,3,Gill net,8,NaCl,H2O2,Visual,FTIR,yes,yes,,,5,2,,,yes,yes,Polyamide,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,"Ma'an Archipelago, Shengsi, China",Sebastiscus marmoratus,Adult,Sebastidae,False kelpfish,Sebastiscus,Demersal,Tropical,Not Evaluated,,,3.7,,12.43333333,60.87666667,,3,Gill net,8,NaCl,H2O2,Visual,FTIR,yes,yes,,,3.3,0.6,,,yes,yes,Polyamide,Clear,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,"Ma'an Archipelago, Shengsi, China",Collichthys lucidus,Adult,Sciaenidae,Big head croaker,Collichthys,Demersal,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,3.5,,12.9,34.28666667,,3,Gill net,8,NaCl,H2O2,Visual,FTIR,yes,yes,,,6,1.7,,,yes,yes,Polyamide,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,"Ma'an Archipelago, Shengsi, China",Setipinna taty,Adult,Engraulidae,Scaly hairfin anchovy,Setipanna,Pelagic-neritic,Tropical,Least Concern,mainly animals,selective plankton feeding,3.6,,13.96666667,26.23,,3,Gill net,8,NaCl,H2O2,Visual,FTIR,yes,yes,,,2.3,1.5,,,yes,yes,Polyamide,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,"Ma'an Archipelago, Shengsi, China",Larimichthys crocea,Adult,Sciaenidae,Large yellow croaker,Larimichthys,Benthopelagic,Temperate,Not Evaluated,mainly animals,hunting macrofauna,3.7,,18.8,116.4166667,,3,Gill net,8,NaCl,H2O2,Visual,FTIR,yes,yes,,,5.3,2.3,,,yes,yes,Polyamide,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,"Ma'an Archipelago, Shengsi, China",Chelidonichthys kumu,Adult,Triglidae,Bluefin gurnard,Chelidonichthys,Demersal,Subtropical,Least Concern,mainly animals,hunting macrofauna,3.7,,18.93333333,132.8566667,,3,Gill net,8,NaCl,H2O2,Visual,FTIR,yes,yes,,,7.3,3.5,,,yes,yes,Polyamide,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,East China Sea,Larimichthys crocea,Adult,Sciaenidae,Large yellow croaker,Larimichthys,Benthopelagic,Temperate,Not Evaluated,mainly animals,hunting macrofauna,3.7,133.8,,37,,30,Bottom trawl,1.6,None,KOH,Visual,FTIR,yes,yes,,0.433333333,0.693528104,,,,yes,yes,Polyester,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,East China Sea,Harpadon nehereus,Adult,Synodontidae,Bombay-duck,Harpadon,Benthopelagic,Tropical,Not Evaluated,mainly animals,,4.2,220.9,,85.7,,30,Bottom trawl,1.6,None,KOH,Visual,FTIR,yes,yes,,0.333333333,0.497548428,,,,yes,yes,Polyester,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,East China Sea,Pennahia argentata,Adult,Sciaenidae,Silver croaker,Pennahia,Benthopelagic,Temperate,Not Evaluated,mainly animals,variable,4.1,17.63,,89.95,,4,Bottom trawl,1.6,None,KOH,Visual,FTIR,yes,yes,,0,0,,,,yes,yes,Polyester,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,East China Sea,Collichthys lucidus,Adult,Sciaenidae,Big head croaker,Collichthys,Demersal,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,3.5,28.08,,123.8,,5,Bottom trawl,1.6,None,KOH,Visual,FTIR,yes,yes,,0.2,1.194004446,,,,yes,yes,Polyester,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,East China Sea,Chrysochir aureus,Adult,Sciaenidae,Reeve's croaker,Chrysochir,Benthopelagic,Tropical,Not Evaluated,mainly animals,hunting macrofauna,3.5,127,,40.2,,30,Bottom trawl,1.6,None,KOH,Visual,FTIR,yes,yes,,0.3,0.327100667,,,,yes,yes,Polyester,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,East China Sea,Cynoglossus robustus,Adult,Cynoglossidae,Robust tonguefish,Cynoglossus,Demersal,Temperate,Not Evaluated,mainly animals,hunting macrofauna,3.5,147.1,,14.9,,30,Bottom trawl,1.6,None,KOH,Visual,FTIR,yes,yes,,0.166666667,0.326865672,,,,yes,yes,Polyester,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,East China Sea,Muraenesox cinereus,Adult,Muraenesocidae,Daggertooth pike conger,Muraenesox,Demersal,Subtropical,Not Evaluated,mainly animals,hunting macrofauna,4.4,447.5,,145.4,,30,Bottom trawl,1.6,None,KOH,Visual,FTIR,yes,yes,,0.466666667,0.764928549,,,,yes,yes,Polyester,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,East China Sea,Polydactylus sextarius,Adult,Polynemidae,Blackspot threadfin,Polydactylus,Demersal,Tropical,Not Evaluated,mainly animals,hunting macrofauna,3.8,6.15,,62.39,,2,Bottom trawl,1.6,None,KOH,Visual,FTIR,yes,yes,,0.5,0.495903461,,,,yes,yes,Polyester,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,East China Sea,Pennahia macroephalus,Adult,Sciaenidae,Big-head pennah croaker,Pennahia,Demersal,Tropical,Not Evaluated,mainly animals,hunting macrofauna,4.1,46.7,,132.44,,1,Bottom trawl,1.6,None,KOH,Visual,FTIR,yes,yes,,0,0,,,,yes,yes,Polyester,Blue,no,
Zhang et al.,Marine,Garth,2019,Pacific: Northwest,East China Sea,Collichthys niveatus,Adult,Sciaenidae,Bighead croaker,Collichthys,Demersal,Subtropical,Not Evaluated,mainly animals,,3.8,54,,154.26,,1,Bottom trawl,1.6,None,KOH,Visual,FTIR,yes,yes,,0,0,,,,yes,yes,Polyester,Blue,no,
Zheng et al.,Freshwater,Garth,2019,Asia,Pearl River Catchment,Hypophthalmichthys molitrix,Adult,Cyprinidae,Silver carp,Hypophthalmichthys,Freshwater; benthopelagic,Subtropical,Near Threatened,mainly plants/detritus,grazing on aquatic plants,2,,33.7,453.2,,20,Trawl,0.7,NaCl,H2O2,Visual,FTIR,yes,yes,0,45,2.7,4,,,yes,no,Polyester,Clear,no,
Zheng et al.,Freshwater,Garth,2019,Asia,Pearl River Catchment,Ctenopharyngodon idella,Adult,Cyprinidae,Grass carp,Ctenopharyngodon,Freshwater; demersal,Subtropical,Not Evaluated,mainly plants/detritus,browsing on substrate,2,,33.7,573.7,,8,Trawl,0.7,NaCl,H2O2,Visual,FTIR,yes,yes,0,37.5,2.8,3.9,,,yes,no,Polyester,Clear,no,
Zheng et al.,Freshwater,Garth,2019,Asia,Pearl River Catchment,Megalobrama hoffmanni,Adult,Cyprinidae,Black Amur bream,Megalobrama,Freshwater; benthopelagic,Subtropical,Not Evaluated,,,3.3,,27.3,278.6,,44,Trawl,0.7,NaCl,H2O2,Visual,FTIR,yes,yes,0,61.4,6,11.3,,,yes,no,Polyester,Clear,no,
Zheng et al.,Freshwater,Garth,2019,Asia,Pearl River Catchment,Squaliobarbus curriculus,Adult,Cyprinidae,Barbel chub,Squaliobarbus,Freshwater; benthopelagic,Subtropical,Data deficient,,,2.7,,27,254.5,,52,Trawl,0.7,NaCl,H2O2,Visual,FTIR,yes,yes,0,50,3,6,,,no,no,Polyethylene/Polypropylene,Clear,no,
Zheng et al.,Freshwater,Garth,2019,Asia,Pearl River Catchment,Cirrhinus molitorella,Adult,Cyprinidae,Mud carp,Cirrhinus,Freshwater; benthopelagic,Tropical,Near Threatened,mainly plants/detritus,grazing on aquatic plants,2,,24.5,197.7,,41,Trawl,0.7,NaCl,H2O2,Visual,FTIR,yes,yes,0,48.8,4.1,7.5,,,yes,no,Polyester,Clear,no,
Zheng et al.,Freshwater,Garth,2019,Asia,Pearl River Catchment,Cyprinus carpio,Adult,Cyprinidae,Common carp,Cyprinus,Freshwater; benthopelagic,Subtropical,Critically Endangered,plants/detritus+animals,hunting macrofauna,3.1,,28.3,449.5,,19,Trawl,0.7,NaCl,H2O2,Visual,FTIR,yes,yes,0,15.8,0.2,0.4,,,yes,no,Polyester,Clear,no,
Zheng et al.,Freshwater,Garth,2019,Asia,Pearl River Catchment,Carassius gibelio,Adult,Cyprinidae,Prussian carp,Carassius,Freshwater; benthopelagic,Temperate,Not Evaluated,plants/detritus+animals,grazing on aquatic plants,2.5,,19.7,161.1,,39,Trawl,0.7,NaCl,H2O2,Visual,FTIR,yes,yes,0,43.6,1.6,2.8,,,yes,no,Polyester,Clear,no,
Zheng et al.,Freshwater,Garth,2019,Asia,Pearl River Catchment,Coptodon zilii,Adult,Cichlidae,Redbelly tilapia,Coptodon,Freshwater; benthopelagic,Tropical,Not Evaluated,mainly plants/detritus,grazing on aquatic plants,2.5,,22.8,273.3,,44,Trawl,0.7,NaCl,H2O2,Visual,FTIR,yes,yes,0,75,27.4,54,,,yes,no,Polyester,Clear,no,
Zheng et al.,Freshwater,Garth,2019,Asia,Pearl River Catchment,Channa maculata,Adult,Channidae,Blotched snakehead,Channa,Freshwater; benthopelagic,Tropical,Least Concern,mainly animals,hunting macrofauna,3.7,,31.8,396.6,,12,Trawl,0.7,NaCl,H2O2,Visual,FTIR,yes,yes,0,25,0.1,0.8,,,yes,no,Polyester,Clear,no,
Zhu et al.,Marine,Garth,2019,Pacific: Northwest,Maowei Sea,Acanthopagrus latus,Adult,Sparidae,Yellowfin seabream,Acanthopagrus,Demersal,Subtropical,Data deficient,mainly animals,hunting macrofauna,3.8,,,58.7,,15,Local fishermen,5,None,KOH,Visual,FTIR,yes,yes,0.5,100,4.1,2,2.3,1.3,yes,yes,Rayon,White,no,
Zhu et al.,Marine,Garth,2019,Pacific: Northwest,Maowei Sea,Chelon affinis,Adult,Mugilidae,Eastern keelback mullet,Planiliza,Pelagic-neritic,Subtropical,Not Evaluated,mainly plants/detritus,browsing on substrate,2,,,32.9,,4,Local fishermen,5,None,KOH,Visual,FTIR,yes,yes,0.5,100,3.8,0.6,1.5,0.6,yes,yes,Rayon,White,no,
